# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-11-17 19:39:36 -05:00	(nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01116500 PAWTUXET RIVER AT CRANSTON, RI
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 01116500
#    TS_ID       Parameter Description
#    66424       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	66424_00060	66424_00060_cd
USGS	01116500	2020-02-26 07:15	EST	285	A
USGS	01116500	2020-02-26 07:30	EST	285	A
USGS	01116500	2020-02-26 07:45	EST	285	A
USGS	01116500	2020-02-26 08:00	EST	285	A
USGS	01116500	2020-02-26 08:15	EST	289	A
USGS	01116500	2020-02-26 08:30	EST	289	A
USGS	01116500	2020-02-26 08:45	EST	289	A
USGS	01116500	2020-02-26 09:00	EST	293	A
USGS	01116500	2020-02-26 09:15	EST	293	A
USGS	01116500	2020-02-26 09:30	EST	293	A
USGS	01116500	2020-02-26 09:45	EST	293	A
USGS	01116500	2020-02-26 10:00	EST	297	A
USGS	01116500	2020-02-26 10:15	EST	297	A
USGS	01116500	2020-02-26 10:30	EST	297	A
USGS	01116500	2020-02-26 10:45	EST	297	A
USGS	01116500	2020-02-26 11:00	EST	297	A
USGS	01116500	2020-02-26 11:15	EST	297	A
USGS	01116500	2020-02-26 11:30	EST	297	A
USGS	01116500	2020-02-26 11:45	EST	297	A
USGS	01116500	2020-02-26 12:00	EST	297	A
USGS	01116500	2020-02-26 12:15	EST	297	A
USGS	01116500	2020-02-26 12:30	EST	297	A
USGS	01116500	2020-02-26 12:45	EST	293	A
USGS	01116500	2020-02-26 13:00	EST	293	A
USGS	01116500	2020-02-26 13:15	EST	293	A
USGS	01116500	2020-02-26 13:30	EST	293	A
USGS	01116500	2020-02-26 13:45	EST	293	A
USGS	01116500	2020-02-26 14:00	EST	293	A
USGS	01116500	2020-02-26 14:15	EST	293	A
USGS	01116500	2020-02-26 14:30	EST	293	A
USGS	01116500	2020-02-26 14:45	EST	293	A
USGS	01116500	2020-02-26 15:00	EST	293	A
USGS	01116500	2020-02-26 15:15	EST	293	A
USGS	01116500	2020-02-26 15:30	EST	293	A
USGS	01116500	2020-02-26 15:45	EST	293	A
USGS	01116500	2020-02-26 16:00	EST	293	A
USGS	01116500	2020-02-26 16:15	EST	293	A
USGS	01116500	2020-02-26 16:30	EST	293	A
USGS	01116500	2020-02-26 16:45	EST	293	A
USGS	01116500	2020-02-26 17:00	EST	293	A
USGS	01116500	2020-02-26 17:15	EST	293	A
USGS	01116500	2020-02-26 17:30	EST	293	A
USGS	01116500	2020-02-26 17:45	EST	293	A
USGS	01116500	2020-02-26 18:00	EST	293	A
USGS	01116500	2020-02-26 18:15	EST	293	A
USGS	01116500	2020-02-26 18:30	EST	293	A
USGS	01116500	2020-02-26 18:45	EST	293	A
USGS	01116500	2020-02-26 19:00	EST	293	A
USGS	01116500	2020-02-26 19:15	EST	293	A
USGS	01116500	2020-02-26 19:30	EST	293	A
USGS	01116500	2020-02-26 19:45	EST	293	A
USGS	01116500	2020-02-26 20:00	EST	293	A
USGS	01116500	2020-02-26 20:15	EST	293	A
USGS	01116500	2020-02-26 20:30	EST	293	A
USGS	01116500	2020-02-26 20:45	EST	293	A
USGS	01116500	2020-02-26 21:00	EST	293	A
USGS	01116500	2020-02-26 21:15	EST	293	A
USGS	01116500	2020-02-26 21:30	EST	293	A
USGS	01116500	2020-02-26 21:45	EST	293	A
USGS	01116500	2020-02-26 22:00	EST	293	A
USGS	01116500	2020-02-26 22:15	EST	293	A
USGS	01116500	2020-02-26 22:30	EST	293	A
USGS	01116500	2020-02-26 22:45	EST	293	A
USGS	01116500	2020-02-26 23:00	EST	293	A
USGS	01116500	2020-02-26 23:15	EST	293	A
USGS	01116500	2020-02-26 23:30	EST	293	A
USGS	01116500	2020-02-26 23:45	EST	293	A
USGS	01116500	2020-02-27 00:00	EST	289	A
USGS	01116500	2020-02-27 00:15	EST	289	A
USGS	01116500	2020-02-27 00:30	EST	289	A
USGS	01116500	2020-02-27 00:45	EST	285	A
USGS	01116500	2020-02-27 01:00	EST	285	A
USGS	01116500	2020-02-27 01:15	EST	285	A
USGS	01116500	2020-02-27 01:30	EST	285	A
USGS	01116500	2020-02-27 01:45	EST	281	A
USGS	01116500	2020-02-27 02:00	EST	281	A
USGS	01116500	2020-02-27 02:15	EST	281	A
USGS	01116500	2020-02-27 02:30	EST	281	A
USGS	01116500	2020-02-27 02:45	EST	281	A
USGS	01116500	2020-02-27 03:00	EST	281	A
USGS	01116500	2020-02-27 03:15	EST	289	A
USGS	01116500	2020-02-27 03:30	EST	293	A
USGS	01116500	2020-02-27 03:45	EST	301	A
USGS	01116500	2020-02-27 04:00	EST	312	A
USGS	01116500	2020-02-27 04:15	EST	322	A
USGS	01116500	2020-02-27 04:30	EST	340	A
USGS	01116500	2020-02-27 04:45	EST	357	A
USGS	01116500	2020-02-27 05:00	EST	372	A
USGS	01116500	2020-02-27 05:15	EST	396	A
USGS	01116500	2020-02-27 05:30	EST	420	A
USGS	01116500	2020-02-27 05:45	EST	438	A
USGS	01116500	2020-02-27 06:00	EST	454	A
USGS	01116500	2020-02-27 06:15	EST	468	A
USGS	01116500	2020-02-27 06:30	EST	481	A
USGS	01116500	2020-02-27 06:45	EST	494	A
USGS	01116500	2020-02-27 07:00	EST	510	A
USGS	01116500	2020-02-27 07:15	EST	524	A
USGS	01116500	2020-02-27 07:30	EST	537	A
USGS	01116500	2020-02-27 07:45	EST	550	A
USGS	01116500	2020-02-27 08:00	EST	560	A
USGS	01116500	2020-02-27 08:15	EST	566	A
USGS	01116500	2020-02-27 08:30	EST	573	A
USGS	01116500	2020-02-27 08:45	EST	579	A
USGS	01116500	2020-02-27 09:00	EST	581	A
USGS	01116500	2020-02-27 09:15	EST	586	A
USGS	01116500	2020-02-27 09:30	EST	589	A
USGS	01116500	2020-02-27 09:45	EST	592	A
USGS	01116500	2020-02-27 10:00	EST	594	A
USGS	01116500	2020-02-27 10:15	EST	594	A
USGS	01116500	2020-02-27 10:30	EST	597	A
USGS	01116500	2020-02-27 10:45	EST	597	A
USGS	01116500	2020-02-27 11:00	EST	597	A
USGS	01116500	2020-02-27 11:15	EST	597	A
USGS	01116500	2020-02-27 11:30	EST	597	A
USGS	01116500	2020-02-27 11:45	EST	594	A
USGS	01116500	2020-02-27 12:00	EST	594	A
USGS	01116500	2020-02-27 12:15	EST	592	A
USGS	01116500	2020-02-27 12:30	EST	589	A
USGS	01116500	2020-02-27 12:45	EST	586	A
USGS	01116500	2020-02-27 13:00	EST	586	A
USGS	01116500	2020-02-27 13:15	EST	584	A
USGS	01116500	2020-02-27 13:30	EST	581	A
USGS	01116500	2020-02-27 13:45	EST	579	A
USGS	01116500	2020-02-27 14:00	EST	576	A
USGS	01116500	2020-02-27 14:15	EST	573	A
USGS	01116500	2020-02-27 14:30	EST	573	A
USGS	01116500	2020-02-27 14:45	EST	571	A
USGS	01116500	2020-02-27 15:00	EST	568	A
USGS	01116500	2020-02-27 15:15	EST	566	A
USGS	01116500	2020-02-27 15:30	EST	566	A
USGS	01116500	2020-02-27 15:45	EST	563	A
USGS	01116500	2020-02-27 16:00	EST	560	A
USGS	01116500	2020-02-27 16:15	EST	558	A
USGS	01116500	2020-02-27 16:30	EST	558	A
USGS	01116500	2020-02-27 16:45	EST	555	A
USGS	01116500	2020-02-27 17:00	EST	555	A
USGS	01116500	2020-02-27 17:15	EST	553	A
USGS	01116500	2020-02-27 17:30	EST	550	A
USGS	01116500	2020-02-27 17:45	EST	550	A
USGS	01116500	2020-02-27 18:00	EST	547	A
USGS	01116500	2020-02-27 18:15	EST	547	A
USGS	01116500	2020-02-27 18:30	EST	545	A
USGS	01116500	2020-02-27 18:45	EST	542	A
USGS	01116500	2020-02-27 19:00	EST	539	A
USGS	01116500	2020-02-27 19:15	EST	537	A
USGS	01116500	2020-02-27 19:30	EST	537	A
USGS	01116500	2020-02-27 19:45	EST	534	A
USGS	01116500	2020-02-27 20:00	EST	534	A
USGS	01116500	2020-02-27 20:15	EST	532	A
USGS	01116500	2020-02-27 20:30	EST	529	A
USGS	01116500	2020-02-27 20:45	EST	529	A
USGS	01116500	2020-02-27 21:00	EST	526	A
USGS	01116500	2020-02-27 21:15	EST	524	A
USGS	01116500	2020-02-27 21:30	EST	521	A
USGS	01116500	2020-02-27 21:45	EST	521	A
USGS	01116500	2020-02-27 22:00	EST	518	A
USGS	01116500	2020-02-27 22:15	EST	516	A
USGS	01116500	2020-02-27 22:30	EST	513	A
USGS	01116500	2020-02-27 22:45	EST	510	A
USGS	01116500	2020-02-27 23:00	EST	508	A
USGS	01116500	2020-02-27 23:15	EST	505	A
USGS	01116500	2020-02-27 23:30	EST	502	A
USGS	01116500	2020-02-27 23:45	EST	500	A
USGS	01116500	2020-02-28 00:00	EST	497	A
USGS	01116500	2020-02-28 00:15	EST	494	A
USGS	01116500	2020-02-28 00:30	EST	492	A
USGS	01116500	2020-02-28 00:45	EST	489	A
USGS	01116500	2020-02-28 01:00	EST	484	A
USGS	01116500	2020-02-28 01:15	EST	484	A
USGS	01116500	2020-02-28 01:30	EST	481	A
USGS	01116500	2020-02-28 01:45	EST	476	A
USGS	01116500	2020-02-28 02:00	EST	473	A
USGS	01116500	2020-02-28 02:15	EST	470	A
USGS	01116500	2020-02-28 02:30	EST	468	A
USGS	01116500	2020-02-28 02:45	EST	465	A
USGS	01116500	2020-02-28 03:00	EST	462	A
USGS	01116500	2020-02-28 03:15	EST	462	A
USGS	01116500	2020-02-28 03:30	EST	460	A
USGS	01116500	2020-02-28 03:45	EST	457	A
USGS	01116500	2020-02-28 04:00	EST	457	A
USGS	01116500	2020-02-28 04:15	EST	452	A
USGS	01116500	2020-02-28 04:30	EST	452	A
USGS	01116500	2020-02-28 04:45	EST	449	A
USGS	01116500	2020-02-28 05:00	EST	445	A
USGS	01116500	2020-02-28 05:15	EST	442	A
USGS	01116500	2020-02-28 05:30	EST	442	A
USGS	01116500	2020-02-28 05:45	EST	438	A
USGS	01116500	2020-02-28 06:00	EST	438	A
USGS	01116500	2020-02-28 06:15	EST	434	A
USGS	01116500	2020-02-28 06:30	EST	434	A
USGS	01116500	2020-02-28 06:45	EST	434	A
USGS	01116500	2020-02-28 07:00	EST	427	A
USGS	01116500	2020-02-28 07:15	EST	431	A
USGS	01116500	2020-02-28 07:30	EST	427	A
USGS	01116500	2020-02-28 07:45	EST	427	A
USGS	01116500	2020-02-28 08:00	EST	427	A
USGS	01116500	2020-02-28 08:15	EST	427	A
USGS	01116500	2020-02-28 08:30	EST	427	A
USGS	01116500	2020-02-28 08:45	EST	427	A
USGS	01116500	2020-02-28 09:00	EST	427	A
USGS	01116500	2020-02-28 09:15	EST	427	A
USGS	01116500	2020-02-28 09:30	EST	427	A
USGS	01116500	2020-02-28 09:45	EST	427	A
USGS	01116500	2020-02-28 10:00	EST	427	A
USGS	01116500	2020-02-28 10:15	EST	427	A
USGS	01116500	2020-02-28 10:30	EST	427	A
USGS	01116500	2020-02-28 10:45	EST	427	A
USGS	01116500	2020-02-28 11:00	EST	424	A
USGS	01116500	2020-02-28 11:15	EST	424	A
USGS	01116500	2020-02-28 11:30	EST	424	A
USGS	01116500	2020-02-28 11:45	EST	424	A
USGS	01116500	2020-02-28 12:00	EST	424	A
USGS	01116500	2020-02-28 12:15	EST	420	A
USGS	01116500	2020-02-28 12:30	EST	420	A
USGS	01116500	2020-02-28 12:45	EST	420	A
USGS	01116500	2020-02-28 13:00	EST	417	A
USGS	01116500	2020-02-28 13:15	EST	417	A
USGS	01116500	2020-02-28 13:30	EST	417	A
USGS	01116500	2020-02-28 13:45	EST	417	A
USGS	01116500	2020-02-28 14:00	EST	417	A
USGS	01116500	2020-02-28 14:15	EST	413	A
USGS	01116500	2020-02-28 14:30	EST	413	A
USGS	01116500	2020-02-28 14:45	EST	413	A
USGS	01116500	2020-02-28 15:00	EST	413	A
USGS	01116500	2020-02-28 15:15	EST	410	A
USGS	01116500	2020-02-28 15:30	EST	410	A
USGS	01116500	2020-02-28 15:45	EST	410	A
USGS	01116500	2020-02-28 16:00	EST	410	A
USGS	01116500	2020-02-28 16:15	EST	410	A
USGS	01116500	2020-02-28 16:30	EST	406	A
USGS	01116500	2020-02-28 16:45	EST	406	A
USGS	01116500	2020-02-28 17:00	EST	406	A
USGS	01116500	2020-02-28 17:15	EST	406	A
USGS	01116500	2020-02-28 17:30	EST	403	A
USGS	01116500	2020-02-28 17:45	EST	403	A
USGS	01116500	2020-02-28 18:00	EST	403	A
USGS	01116500	2020-02-28 18:15	EST	399	A
USGS	01116500	2020-02-28 18:30	EST	399	A
USGS	01116500	2020-02-28 18:45	EST	399	A
USGS	01116500	2020-02-28 19:00	EST	399	A
USGS	01116500	2020-02-28 19:15	EST	396	A
USGS	01116500	2020-02-28 19:30	EST	396	A
USGS	01116500	2020-02-28 19:45	EST	396	A
USGS	01116500	2020-02-28 20:00	EST	396	A
USGS	01116500	2020-02-28 20:15	EST	396	A
USGS	01116500	2020-02-28 20:30	EST	396	A
USGS	01116500	2020-02-28 20:45	EST	396	A
USGS	01116500	2020-02-28 21:00	EST	392	A
USGS	01116500	2020-02-28 21:15	EST	392	A
USGS	01116500	2020-02-28 21:30	EST	392	A
USGS	01116500	2020-02-28 21:45	EST	392	A
USGS	01116500	2020-02-28 22:00	EST	392	A
USGS	01116500	2020-02-28 22:15	EST	392	A
USGS	01116500	2020-02-28 22:30	EST	392	A
USGS	01116500	2020-02-28 22:45	EST	392	A
USGS	01116500	2020-02-28 23:00	EST	392	A
USGS	01116500	2020-02-28 23:15	EST	389	A
USGS	01116500	2020-02-28 23:30	EST	389	A
USGS	01116500	2020-02-28 23:45	EST	389	A
USGS	01116500	2020-02-29 00:00	EST	389	A
USGS	01116500	2020-02-29 00:15	EST	386	A
USGS	01116500	2020-02-29 00:30	EST	386	A
USGS	01116500	2020-02-29 00:45	EST	386	A
USGS	01116500	2020-02-29 01:00	EST	386	A
USGS	01116500	2020-02-29 01:15	EST	386	A
USGS	01116500	2020-02-29 01:30	EST	382	A
USGS	01116500	2020-02-29 01:45	EST	382	A
USGS	01116500	2020-02-29 02:00	EST	382	A
USGS	01116500	2020-02-29 02:15	EST	382	A
USGS	01116500	2020-02-29 02:30	EST	379	A
USGS	01116500	2020-02-29 02:45	EST	379	A
USGS	01116500	2020-02-29 03:00	EST	379	A
USGS	01116500	2020-02-29 03:15	EST	375	A
USGS	01116500	2020-02-29 03:30	EST	375	A
USGS	01116500	2020-02-29 03:45	EST	375	A
USGS	01116500	2020-02-29 04:00	EST	371	A
USGS	01116500	2020-02-29 04:15	EST	371	A
USGS	01116500	2020-02-29 04:30	EST	371	A
USGS	01116500	2020-02-29 04:45	EST	371	A
USGS	01116500	2020-02-29 05:00	EST	371	A
USGS	01116500	2020-02-29 05:15	EST	371	A
USGS	01116500	2020-02-29 05:30	EST	371	A
USGS	01116500	2020-02-29 05:45	EST	371	A
USGS	01116500	2020-02-29 06:00	EST	368	A
USGS	01116500	2020-02-29 06:15	EST	368	A
USGS	01116500	2020-02-29 06:30	EST	368	A
USGS	01116500	2020-02-29 06:45	EST	368	A
USGS	01116500	2020-02-29 07:00	EST	368	A
USGS	01116500	2020-02-29 07:15	EST	368	A
USGS	01116500	2020-02-29 07:30	EST	368	A
USGS	01116500	2020-02-29 07:45	EST	368	A
USGS	01116500	2020-02-29 08:00	EST	368	A
USGS	01116500	2020-02-29 08:15	EST	368	A
USGS	01116500	2020-02-29 08:30	EST	368	A
USGS	01116500	2020-02-29 08:45	EST	368	A
USGS	01116500	2020-02-29 09:00	EST	368	A
USGS	01116500	2020-02-29 09:15	EST	371	A
USGS	01116500	2020-02-29 09:30	EST	371	A
USGS	01116500	2020-02-29 09:45	EST	371	A
USGS	01116500	2020-02-29 10:00	EST	371	A
USGS	01116500	2020-02-29 10:15	EST	371	A
USGS	01116500	2020-02-29 10:30	EST	371	A
USGS	01116500	2020-02-29 10:45	EST	375	A
USGS	01116500	2020-02-29 11:00	EST	375	A
USGS	01116500	2020-02-29 11:15	EST	375	A
USGS	01116500	2020-02-29 11:30	EST	375	A
USGS	01116500	2020-02-29 11:45	EST	375	A
USGS	01116500	2020-02-29 12:00	EST	375	A
USGS	01116500	2020-02-29 12:15	EST	379	A
USGS	01116500	2020-02-29 12:30	EST	379	A
USGS	01116500	2020-02-29 12:45	EST	379	A
USGS	01116500	2020-02-29 13:00	EST	379	A
USGS	01116500	2020-02-29 13:15	EST	379	A
USGS	01116500	2020-02-29 13:30	EST	379	A
USGS	01116500	2020-02-29 13:45	EST	379	A
USGS	01116500	2020-02-29 14:00	EST	382	A
USGS	01116500	2020-02-29 14:15	EST	379	A
USGS	01116500	2020-02-29 14:30	EST	379	A
USGS	01116500	2020-02-29 14:45	EST	379	A
USGS	01116500	2020-02-29 15:00	EST	382	A
USGS	01116500	2020-02-29 15:15	EST	382	A
USGS	01116500	2020-02-29 15:30	EST	382	A
USGS	01116500	2020-02-29 15:45	EST	382	A
USGS	01116500	2020-02-29 16:00	EST	382	A
USGS	01116500	2020-02-29 16:15	EST	382	A
USGS	01116500	2020-02-29 16:30	EST	382	A
USGS	01116500	2020-02-29 16:45	EST	382	A
USGS	01116500	2020-02-29 17:00	EST	382	A
USGS	01116500	2020-02-29 17:15	EST	382	A
USGS	01116500	2020-02-29 17:30	EST	379	A
USGS	01116500	2020-02-29 17:45	EST	379	A
USGS	01116500	2020-02-29 18:00	EST	379	A
USGS	01116500	2020-02-29 18:15	EST	379	A
USGS	01116500	2020-02-29 18:30	EST	379	A
USGS	01116500	2020-02-29 18:45	EST	379	A
USGS	01116500	2020-02-29 19:00	EST	375	A
USGS	01116500	2020-02-29 19:15	EST	375	A
USGS	01116500	2020-02-29 19:30	EST	375	A
USGS	01116500	2020-02-29 19:45	EST	371	A
USGS	01116500	2020-02-29 20:00	EST	371	A
USGS	01116500	2020-02-29 20:15	EST	371	A
USGS	01116500	2020-02-29 20:30	EST	371	A
USGS	01116500	2020-02-29 20:45	EST	371	A
USGS	01116500	2020-02-29 21:00	EST	368	A
USGS	01116500	2020-02-29 21:15	EST	368	A
USGS	01116500	2020-02-29 21:30	EST	368	A
USGS	01116500	2020-02-29 21:45	EST	371	A
USGS	01116500	2020-02-29 22:00	EST	368	A
USGS	01116500	2020-02-29 22:15	EST	368	A
USGS	01116500	2020-02-29 22:30	EST	368	A
USGS	01116500	2020-02-29 22:45	EST	368	A
USGS	01116500	2020-02-29 23:00	EST	368	A
USGS	01116500	2020-02-29 23:15	EST	368	A
USGS	01116500	2020-02-29 23:30	EST	368	A
USGS	01116500	2020-02-29 23:45	EST	368	A
USGS	01116500	2020-03-01 00:00	EST	368	A
USGS	01116500	2020-03-01 00:15	EST	368	A
USGS	01116500	2020-03-01 00:30	EST	368	A
USGS	01116500	2020-03-01 00:45	EST	364	A
USGS	01116500	2020-03-01 01:00	EST	364	A
USGS	01116500	2020-03-01 01:15	EST	364	A
USGS	01116500	2020-03-01 01:30	EST	364	A
USGS	01116500	2020-03-01 01:45	EST	361	A
USGS	01116500	2020-03-01 02:00	EST	361	A
USGS	01116500	2020-03-01 02:15	EST	357	A
USGS	01116500	2020-03-01 02:30	EST	357	A
USGS	01116500	2020-03-01 02:45	EST	357	A
USGS	01116500	2020-03-01 03:00	EST	354	A
USGS	01116500	2020-03-01 03:15	EST	354	A
USGS	01116500	2020-03-01 03:30	EST	354	A
USGS	01116500	2020-03-01 03:45	EST	350	A
USGS	01116500	2020-03-01 04:00	EST	350	A
USGS	01116500	2020-03-01 04:15	EST	350	A
USGS	01116500	2020-03-01 04:30	EST	350	A
USGS	01116500	2020-03-01 04:45	EST	350	A
USGS	01116500	2020-03-01 05:00	EST	350	A
USGS	01116500	2020-03-01 05:15	EST	347	A
USGS	01116500	2020-03-01 05:30	EST	347	A
USGS	01116500	2020-03-01 05:45	EST	347	A
USGS	01116500	2020-03-01 06:00	EST	343	A
USGS	01116500	2020-03-01 06:15	EST	343	A
USGS	01116500	2020-03-01 06:30	EST	343	A
USGS	01116500	2020-03-01 06:45	EST	343	A
USGS	01116500	2020-03-01 07:00	EST	343	A
USGS	01116500	2020-03-01 07:15	EST	343	A
USGS	01116500	2020-03-01 07:30	EST	343	A
USGS	01116500	2020-03-01 07:45	EST	343	A
USGS	01116500	2020-03-01 08:00	EST	343	A
USGS	01116500	2020-03-01 08:15	EST	340	A
USGS	01116500	2020-03-01 08:30	EST	340	A
USGS	01116500	2020-03-01 08:45	EST	340	A
USGS	01116500	2020-03-01 09:00	EST	340	A
USGS	01116500	2020-03-01 09:15	EST	340	A
USGS	01116500	2020-03-01 09:30	EST	340	A
USGS	01116500	2020-03-01 09:45	EST	340	A
USGS	01116500	2020-03-01 10:00	EST	340	A
USGS	01116500	2020-03-01 10:15	EST	340	A
USGS	01116500	2020-03-01 10:30	EST	343	A
USGS	01116500	2020-03-01 10:45	EST	343	A
USGS	01116500	2020-03-01 11:00	EST	343	A
USGS	01116500	2020-03-01 11:15	EST	343	A
USGS	01116500	2020-03-01 11:30	EST	343	A
USGS	01116500	2020-03-01 11:45	EST	343	A
USGS	01116500	2020-03-01 12:00	EST	347	A
USGS	01116500	2020-03-01 12:15	EST	347	A
USGS	01116500	2020-03-01 12:30	EST	347	A
USGS	01116500	2020-03-01 12:45	EST	350	A
USGS	01116500	2020-03-01 13:00	EST	350	A
USGS	01116500	2020-03-01 13:15	EST	350	A
USGS	01116500	2020-03-01 13:30	EST	350	A
USGS	01116500	2020-03-01 13:45	EST	350	A
USGS	01116500	2020-03-01 14:00	EST	350	A
USGS	01116500	2020-03-01 14:15	EST	350	A
USGS	01116500	2020-03-01 14:30	EST	350	A
USGS	01116500	2020-03-01 14:45	EST	350	A
USGS	01116500	2020-03-01 15:00	EST	350	A
USGS	01116500	2020-03-01 15:15	EST	350	A
USGS	01116500	2020-03-01 15:30	EST	350	A
USGS	01116500	2020-03-01 15:45	EST	350	A
USGS	01116500	2020-03-01 16:00	EST	350	A
USGS	01116500	2020-03-01 16:15	EST	350	A
USGS	01116500	2020-03-01 16:30	EST	350	A
USGS	01116500	2020-03-01 16:45	EST	350	A
USGS	01116500	2020-03-01 17:00	EST	350	A
USGS	01116500	2020-03-01 17:15	EST	350	A
USGS	01116500	2020-03-01 17:30	EST	347	A
USGS	01116500	2020-03-01 17:45	EST	347	A
USGS	01116500	2020-03-01 18:00	EST	347	A
USGS	01116500	2020-03-01 18:15	EST	343	A
USGS	01116500	2020-03-01 18:30	EST	343	A
USGS	01116500	2020-03-01 18:45	EST	343	A
USGS	01116500	2020-03-01 19:00	EST	343	A
USGS	01116500	2020-03-01 19:15	EST	343	A
USGS	01116500	2020-03-01 19:30	EST	343	A
USGS	01116500	2020-03-01 19:45	EST	343	A
USGS	01116500	2020-03-01 20:00	EST	343	A
USGS	01116500	2020-03-01 20:15	EST	343	A
USGS	01116500	2020-03-01 20:30	EST	343	A
USGS	01116500	2020-03-01 20:45	EST	343	A
USGS	01116500	2020-03-01 21:00	EST	343	A
USGS	01116500	2020-03-01 21:15	EST	343	A
USGS	01116500	2020-03-01 21:30	EST	343	A
USGS	01116500	2020-03-01 21:45	EST	343	A
USGS	01116500	2020-03-01 22:00	EST	343	A
USGS	01116500	2020-03-01 22:15	EST	343	A
USGS	01116500	2020-03-01 22:30	EST	343	A
USGS	01116500	2020-03-01 22:45	EST	343	A
USGS	01116500	2020-03-01 23:00	EST	340	A
USGS	01116500	2020-03-01 23:15	EST	340	A
USGS	01116500	2020-03-01 23:30	EST	340	A
USGS	01116500	2020-03-01 23:45	EST	340	A
USGS	01116500	2020-03-02 00:00	EST	336	A
USGS	01116500	2020-03-02 00:15	EST	336	A
USGS	01116500	2020-03-02 00:30	EST	333	A
USGS	01116500	2020-03-02 00:45	EST	333	A
USGS	01116500	2020-03-02 01:00	EST	329	A
USGS	01116500	2020-03-02 01:15	EST	329	A
USGS	01116500	2020-03-02 01:30	EST	326	A
USGS	01116500	2020-03-02 01:45	EST	326	A
USGS	01116500	2020-03-02 02:00	EST	322	A
USGS	01116500	2020-03-02 02:15	EST	322	A
USGS	01116500	2020-03-02 02:30	EST	319	A
USGS	01116500	2020-03-02 02:45	EST	319	A
USGS	01116500	2020-03-02 03:00	EST	315	A
USGS	01116500	2020-03-02 03:15	EST	315	A
USGS	01116500	2020-03-02 03:30	EST	315	A
USGS	01116500	2020-03-02 03:45	EST	312	A
USGS	01116500	2020-03-02 04:00	EST	312	A
USGS	01116500	2020-03-02 04:15	EST	312	A
USGS	01116500	2020-03-02 04:30	EST	312	A
USGS	01116500	2020-03-02 04:45	EST	312	A
USGS	01116500	2020-03-02 05:00	EST	312	A
USGS	01116500	2020-03-02 05:15	EST	308	A
USGS	01116500	2020-03-02 05:30	EST	308	A
USGS	01116500	2020-03-02 05:45	EST	308	A
USGS	01116500	2020-03-02 06:00	EST	308	A
USGS	01116500	2020-03-02 06:15	EST	308	A
USGS	01116500	2020-03-02 06:30	EST	308	A
USGS	01116500	2020-03-02 06:45	EST	308	A
USGS	01116500	2020-03-02 07:00	EST	308	A
USGS	01116500	2020-03-02 07:15	EST	308	A
USGS	01116500	2020-03-02 07:30	EST	308	A
USGS	01116500	2020-03-02 07:45	EST	308	A
USGS	01116500	2020-03-02 08:00	EST	308	A
USGS	01116500	2020-03-02 08:15	EST	308	A
USGS	01116500	2020-03-02 08:30	EST	308	A
USGS	01116500	2020-03-02 08:45	EST	308	A
USGS	01116500	2020-03-02 09:00	EST	312	A
USGS	01116500	2020-03-02 09:15	EST	312	A
USGS	01116500	2020-03-02 09:30	EST	312	A
USGS	01116500	2020-03-02 09:45	EST	312	A
USGS	01116500	2020-03-02 10:00	EST	312	A
USGS	01116500	2020-03-02 10:15	EST	315	A
USGS	01116500	2020-03-02 10:30	EST	315	A
USGS	01116500	2020-03-02 10:45	EST	315	A
USGS	01116500	2020-03-02 11:00	EST	315	A
USGS	01116500	2020-03-02 11:15	EST	315	A
USGS	01116500	2020-03-02 11:30	EST	315	A
USGS	01116500	2020-03-02 11:45	EST	315	A
USGS	01116500	2020-03-02 12:00	EST	315	A
USGS	01116500	2020-03-02 12:15	EST	319	A
USGS	01116500	2020-03-02 12:30	EST	315	A
USGS	01116500	2020-03-02 12:45	EST	315	A
USGS	01116500	2020-03-02 13:00	EST	319	A
USGS	01116500	2020-03-02 13:15	EST	319	A
USGS	01116500	2020-03-02 13:30	EST	319	A
USGS	01116500	2020-03-02 13:45	EST	315	A
USGS	01116500	2020-03-02 14:00	EST	319	A
USGS	01116500	2020-03-02 14:15	EST	315	A
USGS	01116500	2020-03-02 14:30	EST	315	A
USGS	01116500	2020-03-02 14:45	EST	315	A
USGS	01116500	2020-03-02 15:00	EST	312	A
USGS	01116500	2020-03-02 15:15	EST	312	A
USGS	01116500	2020-03-02 15:30	EST	312	A
USGS	01116500	2020-03-02 15:45	EST	312	A
USGS	01116500	2020-03-02 16:00	EST	312	A
USGS	01116500	2020-03-02 16:15	EST	312	A
USGS	01116500	2020-03-02 16:30	EST	312	A
